state,date,cases,deaths,newCases
Arizona,2020-02-12,1,0,0
Arizona,2020-02-13,1,0,0
Arizona,2020-02-14,1,0,0
Arizona,2020-02-15,1,0,0
Arizona,2020-02-16,1,0,0
Arizona,2020-02-17,1,0,0
Arizona,2020-02-18,1,0,0
Arizona,2020-02-19,1,0,0
Arizona,2020-02-20,1,0,0
Arizona,2020-02-21,1,0,0
Arizona,2020-02-22,1,0,0
Arizona,2020-02-23,1,0,0
Arizona,2020-02-24,1,0,0
Arizona,2020-02-25,1,0,0
Arizona,2020-02-26,1,0,0
Arizona,2020-02-27,1,0,0
Arizona,2020-02-28,1,0,0
Arizona,2020-02-29,1,0,0
Arizona,2020-03-01,1,0,0
Arizona,2020-03-02,1,0,0
Arizona,2020-03-03,2,0,1
Arizona,2020-03-04,2,0,0
Arizona,2020-03-05,2,0,0
Arizona,2020-03-06,3,0,1
Arizona,2020-03-07,5,0,2
Arizona,2020-03-08,5,0,0
Arizona,2020-03-09,6,0,1
Arizona,2020-03-10,6,0,0
Arizona,2020-03-11,9,0,3
Arizona,2020-03-12,9,0,0
Arizona,2020-03-13,9,0,0
Arizona,2020-03-14,12,0,3
Arizona,2020-03-15,13,0,1
Arizona,2020-03-16,18,0,5
Arizona,2020-03-17,20,0,2
Arizona,2020-03-18,28,0,8
Arizona,2020-03-19,47,0,19
Arizona,2020-03-20,70,1,23
Arizona,2020-03-21,104,1,34
Arizona,2020-03-22,153,2,49
Arizona,2020-03-23,234,2,81
Arizona,2020-03-24,326,6,92
Arizona,2020-03-25,402,6,76
Arizona,2020-03-26,508,8,106
Arizona,2020-03-27,665,15,157
Arizona,2020-03-28,773,15,108
Arizona,2020-03-29,929,18,156
Arizona,2020-03-30,1169,20,240
Arizona,2020-03-31,1298,24,129
Arizona,2020-04-01,1413,29,115
Arizona,2020-04-02,1600,35,187
Arizona,2020-04-03,1769,41,169
Arizona,2020-04-04,2019,53,250
Arizona,2020-04-05,2269,64,250
Arizona,2020-04-06,2465,67,196
Arizona,2020-04-07,2575,77,110
Arizona,2020-04-08,2726,80,151
Arizona,2020-04-09,3018,89,292
Arizona,2020-04-10,3112,97,94
Arizona,2020-04-11,3393,112,281
Arizona,2020-04-12,3539,117,146
Arizona,2020-04-13,3702,122,163
Arizona,2020-04-14,3806,131,104
Arizona,2020-04-15,3962,142,156
Arizona,2020-04-16,4234,152,272
Arizona,2020-04-17,4507,174,273
Arizona,2020-04-18,4719,181,212
Arizona,2020-04-19,4929,188,210
Arizona,2020-04-20,5064,191,135
Arizona,2020-04-21,5251,213,187
Arizona,2020-04-22,5459,236,208
Arizona,2020-04-23,5769,257,310
Arizona,2020-04-24,6045,268,276
Arizona,2020-04-25,6280,275,235
Arizona,2020-04-26,6526,277,246
Arizona,2020-04-27,6716,277,190
Arizona,2020-04-28,6948,297,232
Arizona,2020-04-29,7202,308,254
Arizona,2020-04-30,7648,320,446
Arizona,2020-05-01,7962,330,314
Arizona,2020-05-02,8364,353,402
Arizona,2020-05-03,8640,362,276
Arizona,2020-05-04,8919,362,279
Arizona,2020-05-05,9305,395,386
Arizona,2020-05-06,9707,426,402
Arizona,2020-05-07,9945,450,238
Arizona,2020-05-08,10526,517,581
Arizona,2020-05-09,10960,532,434
Arizona,2020-05-10,11119,536,159
Arizona,2020-05-11,11380,542,261
Arizona,2020-05-12,11736,562,356
Arizona,2020-05-13,12176,594,440
Arizona,2020-05-14,12674,624,498
Arizona,2020-05-15,13169,651,495
Arkansas,2020-03-11,1,0,1
Arkansas,2020-03-12,6,0,5
Arkansas,2020-03-13,7,0,1
Arkansas,2020-03-14,9,0,2
Arkansas,2020-03-15,16,0,7
Arkansas,2020-03-16,22,0,6
Arkansas,2020-03-17,22,0,0
Arkansas,2020-03-18,33,0,11
Arkansas,2020-03-19,62,0,29
Arkansas,2020-03-20,100,0,38
Arkansas,2020-03-21,118,0,18
Arkansas,2020-03-22,165,0,47
Arkansas,2020-03-23,201,0,36
Arkansas,2020-03-24,231,2,30
Arkansas,2020-03-25,307,2,76
Arkansas,2020-03-26,350,3,43
Arkansas,2020-03-27,385,3,35
Arkansas,2020-03-28,409,5,24
Arkansas,2020-03-29,449,6,40
Arkansas,2020-03-30,508,7,59
Arkansas,2020-03-31,564,8,56
Arkansas,2020-04-01,624,10,60
Arkansas,2020-04-02,683,12,59
Arkansas,2020-04-03,738,12,55
Arkansas,2020-04-04,743,14,5
Arkansas,2020-04-05,853,16,110
Arkansas,2020-04-06,927,16,74
Arkansas,2020-04-07,997,18,70
Arkansas,2020-04-08,1077,18,80
Arkansas,2020-04-09,1146,21,69
Arkansas,2020-04-10,1202,24,56
Arkansas,2020-04-11,1228,25,26
Arkansas,2020-04-12,1280,27,52
Arkansas,2020-04-13,1475,30,195
Arkansas,2020-04-14,1498,32,23
Arkansas,2020-04-15,1599,34,101
Arkansas,2020-04-16,1620,37,21
Arkansas,2020-04-17,1695,37,75
Arkansas,2020-04-18,1777,38,82
Arkansas,2020-04-19,1781,39,4
Arkansas,2020-04-20,1971,42,190
Arkansas,2020-04-21,2262,43,291
Arkansas,2020-04-22,2392,44,130
Arkansas,2020-04-23,2599,45,207
Arkansas,2020-04-24,2810,47,211
Arkansas,2020-04-25,2909,48,99
Arkansas,2020-04-26,3001,50,92
Arkansas,2020-04-27,3069,51,68
Arkansas,2020-04-28,3127,57,58
Arkansas,2020-04-29,3207,59,80
Arkansas,2020-04-30,3281,61,74
Arkansas,2020-05-01,3310,64,29
Arkansas,2020-05-02,3372,72,62
Arkansas,2020-05-03,3431,76,59
Arkansas,2020-05-04,3469,80,38
Arkansas,2020-05-05,3525,83,56
Arkansas,2020-05-06,3611,87,86
Arkansas,2020-05-07,3694,88,83
Arkansas,2020-05-08,3747,88,53
Arkansas,2020-05-09,3747,88,0
Arkansas,2020-05-10,4012,91,265
Arkansas,2020-05-11,4043,94,31
Arkansas,2020-05-12,4164,95,121
Arkansas,2020-05-13,4236,97,72
Arkansas,2020-05-14,4366,98,130
Arkansas,2020-05-15,4463,98,97
California,2020-01-25,1,0,1
California,2020-01-26,2,0,1
California,2020-01-27,2,0,0
California,2020-01-28,2,0,0
California,2020-01-29,2,0,0
California,2020-01-30,2,0,0
California,2020-01-31,3,0,1
California,2020-02-01,3,0,0
California,2020-02-02,6,0,3
California,2020-02-03,6,0,0
California,2020-02-04,6,0,0
California,2020-02-05,6,0,0
California,2020-02-06,6,0,0
California,2020-02-07,6,0,0
California,2020-02-08,6,0,0
California,2020-02-09,6,0,0
California,2020-02-10,7,0,1
California,2020-02-11,7,0,0
California,2020-02-12,7,0,0
California,2020-02-13,7,0,0
California,2020-02-14,7,0,0
California,2020-02-15,7,0,0
California,2020-02-16,7,0,0
California,2020-02-17,7,0,0
California,2020-02-18,7,0,0
California,2020-02-19,7,0,0
California,2020-02-20,8,0,1
California,2020-02-21,9,0,1
California,2020-02-22,9,0,0
California,2020-02-23,9,0,0
California,2020-02-24,11,0,2
California,2020-02-25,11,0,0
California,2020-02-26,26,0,15
California,2020-02-27,26,0,0
California,2020-02-28,27,0,1
California,2020-02-29,28,0,1
California,2020-03-01,33,0,5
California,2020-03-02,38,0,5
California,2020-03-03,45,0,7
California,2020-03-04,55,1,10
California,2020-03-05,67,1,12
California,2020-03-06,81,1,14
California,2020-03-07,100,1,19
California,2020-03-08,112,1,12
California,2020-03-09,172,2,60
California,2020-03-10,179,3,7
California,2020-03-11,202,4,23
California,2020-03-12,252,4,50
California,2020-03-13,320,5,68
California,2020-03-14,381,5,61
California,2020-03-15,478,6,97
California,2020-03-16,588,11,110
California,2020-03-17,732,14,144
California,2020-03-18,893,17,161
California,2020-03-19,1067,19,174
California,2020-03-20,1283,24,216
California,2020-03-21,1544,28,261
California,2020-03-22,1851,35,307
California,2020-03-23,2240,39,389
California,2020-03-24,2644,52,404
California,2020-03-25,3183,67,539
California,2020-03-26,4060,82,877
California,2020-03-27,4914,102,854
California,2020-03-28,5565,121,651
California,2020-03-29,6266,130,701
California,2020-03-30,7421,146,1155
California,2020-03-31,8582,183,1161
California,2020-04-01,9816,212,1234
California,2020-04-02,11190,247,1374
California,2020-04-03,12569,282,1379
California,2020-04-04,13796,323,1227
California,2020-04-05,15076,349,1280
California,2020-04-06,16284,386,1208
California,2020-04-07,17540,447,1256
California,2020-04-08,19043,506,1503
California,2020-04-09,20191,548,1148
California,2020-04-10,21366,594,1175
California,2020-04-11,22421,632,1055
California,2020-04-12,23323,676,902
California,2020-04-13,24334,725,1011
California,2020-04-14,25758,778,1424
California,2020-04-15,27107,885,1349
California,2020-04-16,28142,971,1035
California,2020-04-17,29398,1050,1256
California,2020-04-18,30829,1146,1431
California,2020-04-19,31544,1176,715
California,2020-04-20,33862,1223,2318
California,2020-04-21,35844,1316,1982
California,2020-04-22,37573,1425,1729
California,2020-04-23,39534,1548,1961
California,2020-04-24,41368,1619,1834
California,2020-04-25,42590,1692,1222
California,2020-04-26,43691,1716,1101
California,2020-04-27,45208,1800,1517
California,2020-04-28,46570,1884,1362
California,2020-04-29,48904,1961,2334
California,2020-04-30,50470,2057,1566
California,2020-05-01,52318,2147,1848
California,2020-05-02,53753,2213,1435
California,2020-05-03,55072,2235,1319
California,2020-05-04,56333,2297,1261
California,2020-05-05,58848,2386,2515
California,2020-05-06,60787,2478,1939
California,2020-05-07,62481,2561,1694
California,2020-05-08,64616,2650,2135
California,2020-05-09,66824,2732,2208
California,2020-05-10,68051,2769,1227
California,2020-05-11,69514,2820,1463
California,2020-05-12,71150,2902,1636
California,2020-05-13,73218,3014,2068
California,2020-05-14,74947,3039,1729
California,2020-05-15,77015,3192,2068
Colorado,2020-03-05,2,0,2
Colorado,2020-03-06,8,0,6
Colorado,2020-03-07,8,0,0
Colorado,2020-03-08,8,0,0
Colorado,2020-03-09,12,0,4
Colorado,2020-03-10,17,0,5
Colorado,2020-03-11,34,0,17
Colorado,2020-03-12,49,1,15
Colorado,2020-03-13,78,2,29
Colorado,2020-03-14,103,2,25
Colorado,2020-03-15,136,2,33
Colorado,2020-03-16,161,2,25
Colorado,2020-03-17,183,3,22
Colorado,2020-03-18,216,3,33
Colorado,2020-03-19,278,5,62
Colorado,2020-03-20,364,5,86
Colorado,2020-03-21,475,6,111
Colorado,2020-03-22,591,7,116
Colorado,2020-03-23,721,10,130
Colorado,2020-03-24,912,11,191
Colorado,2020-03-25,1086,19,174
Colorado,2020-03-26,1432,24,346
Colorado,2020-03-27,1735,31,303
Colorado,2020-03-28,2061,44,326
Colorado,2020-03-29,2315,47,254
Colorado,2020-03-30,2628,51,313
Colorado,2020-03-31,2990,69,362
Colorado,2020-04-01,3346,80,356
Colorado,2020-04-02,3728,96,382
Colorado,2020-04-03,4182,110,454
Colorado,2020-04-04,4574,126,392
Colorado,2020-04-05,4950,140,376
Colorado,2020-04-06,5172,150,222
Colorado,2020-04-07,5429,179,257
Colorado,2020-04-08,5655,192,226
Colorado,2020-04-09,6202,227,547
Colorado,2020-04-10,6510,253,308
Colorado,2020-04-11,6893,274,383
Colorado,2020-04-12,7303,290,410
Colorado,2020-04-13,7691,308,388
Colorado,2020-04-14,7941,329,250
Colorado,2020-04-15,8280,355,339
Colorado,2020-04-16,8675,374,395
Colorado,2020-04-17,9047,389,372
Colorado,2020-04-18,9433,409,386
Colorado,2020-04-19,9730,421,297
Colorado,2020-04-20,10106,448,376
Colorado,2020-04-21,10447,484,341
Colorado,2020-04-22,10878,526,431
Colorado,2020-04-23,11262,557,384
Colorado,2020-04-24,12255,672,993
Colorado,2020-04-25,12967,670,712
Colorado,2020-04-26,13440,678,473
Colorado,2020-04-27,13804,705,364
Colorado,2020-04-28,14239,734,435
Colorado,2020-04-29,14680,764,441
Colorado,2020-04-30,15207,775,527
Colorado,2020-05-01,15661,818,454
Colorado,2020-05-02,16118,830,457
Colorado,2020-05-03,16527,840,409
Colorado,2020-05-04,16799,849,272
Colorado,2020-05-05,17256,901,457
Colorado,2020-05-06,17720,919,464
Colorado,2020-05-07,18264,942,544
Colorado,2020-05-08,18719,958,455
Colorado,2020-05-09,19267,965,548
Colorado,2020-05-10,19595,969,328
Colorado,2020-05-11,19793,986,198
Colorado,2020-05-12,20103,1009,310
Colorado,2020-05-13,20442,1062,339
Colorado,2020-05-14,20813,1091,371
Colorado,2020-05-15,21207,1150,394
Connecticut,2020-03-08,1,0,1
Connecticut,2020-03-09,2,0,1
Connecticut,2020-03-10,2,0,0
Connecticut,2020-03-11,3,0,1
Connecticut,2020-03-12,6,0,3
Connecticut,2020-03-13,11,0,5
Connecticut,2020-03-14,20,0,9
Connecticut,2020-03-15,26,0,6
Connecticut,2020-03-16,41,0,15
Connecticut,2020-03-17,68,0,27
Connecticut,2020-03-18,96,1,28
Connecticut,2020-03-19,159,4,63
Connecticut,2020-03-20,194,4,35
Connecticut,2020-03-21,223,5,29
Connecticut,2020-03-22,327,8,104
Connecticut,2020-03-23,415,10,88
Connecticut,2020-03-24,618,12,203
Connecticut,2020-03-25,875,19,257
Connecticut,2020-03-26,1012,21,137
Connecticut,2020-03-27,1291,27,279
Connecticut,2020-03-28,1524,33,233
Connecticut,2020-03-29,1993,34,469
Connecticut,2020-03-30,2571,36,578
Connecticut,2020-03-31,3128,69,557
Connecticut,2020-04-01,3557,85,429
Connecticut,2020-04-02,3824,112,267
Connecticut,2020-04-03,4915,132,1091
Connecticut,2020-04-04,5276,165,361
Connecticut,2020-04-05,5675,189,399
Connecticut,2020-04-06,6906,206,1231
Connecticut,2020-04-07,7781,277,875
Connecticut,2020-04-08,8781,335,1000
Connecticut,2020-04-09,9784,380,1003
Connecticut,2020-04-10,10538,448,754
Connecticut,2020-04-11,11510,494,972
Connecticut,2020-04-12,12035,554,525
Connecticut,2020-04-13,13381,602,1346
Connecticut,2020-04-14,13989,671,608
Connecticut,2020-04-15,14755,868,766
Connecticut,2020-04-16,15884,971,1129
Connecticut,2020-04-17,16809,1036,925
Connecticut,2020-04-18,17550,1086,741
Connecticut,2020-04-19,17962,1127,412
Connecticut,2020-04-20,19815,1331,1853
Connecticut,2020-04-21,20360,1423,545
Connecticut,2020-04-22,22469,1544,2109
Connecticut,2020-04-23,23100,1639,631
Connecticut,2020-04-24,23921,1764,821
Connecticut,2020-04-25,24582,1862,661
Connecticut,2020-04-26,25269,1925,687
Connecticut,2020-04-27,25997,2012,728
Connecticut,2020-04-28,26312,2089,315
Connecticut,2020-04-29,26767,2168,455
Connecticut,2020-04-30,27700,2257,933
Connecticut,2020-05-01,28764,2339,1064
Connecticut,2020-05-02,29287,2436,523
Connecticut,2020-05-03,29287,2436,0
Connecticut,2020-05-04,29973,2556,686
Connecticut,2020-05-05,30621,2633,648
Connecticut,2020-05-06,30995,2718,374
Connecticut,2020-05-07,31784,2797,789
Connecticut,2020-05-08,32411,2874,627
Connecticut,2020-05-09,32984,2932,573
Connecticut,2020-05-10,33554,2967,570
Connecticut,2020-05-11,33765,3008,211
Connecticut,2020-05-12,34333,3041,568
Connecticut,2020-05-13,34855,3125,522
Connecticut,2020-05-14,35464,3219,609
Connecticut,2020-05-15,36085,3285,621
Delaware,2020-03-11,1,0,1
Delaware,2020-03-12,4,0,3
Delaware,2020-03-13,4,0,0
Delaware,2020-03-14,4,0,0
Delaware,2020-03-15,7,0,3
Delaware,2020-03-16,8,0,1
Delaware,2020-03-17,16,0,8
Delaware,2020-03-18,26,0,10
Delaware,2020-03-19,30,0,4
Delaware,2020-03-20,39,0,9
Delaware,2020-03-21,45,0,6
Delaware,2020-03-22,56,0,11
Delaware,2020-03-23,87,0,31
Delaware,2020-03-24,104,0,17
Delaware,2020-03-25,119,0,15
Delaware,2020-03-26,143,1,24
Delaware,2020-03-27,165,2,22
Delaware,2020-03-28,214,5,49
Delaware,2020-03-29,232,6,18
Delaware,2020-03-30,264,7,32
Delaware,2020-03-31,319,10,55
Delaware,2020-04-01,368,11,49
Delaware,2020-04-02,393,12,25
Delaware,2020-04-03,450,14,57
Delaware,2020-04-04,593,14,143
Delaware,2020-04-05,673,14,80
Delaware,2020-04-06,783,15,110
Delaware,2020-04-07,928,16,145
Delaware,2020-04-08,1116,19,188
Delaware,2020-04-09,1209,23,93
Delaware,2020-04-10,1326,32,117
Delaware,2020-04-11,1479,33,153
Delaware,2020-04-12,1625,35,146
Delaware,2020-04-13,1761,41,136
Delaware,2020-04-14,1926,43,165
Delaware,2020-04-15,2014,46,88
Delaware,2020-04-16,2075,52,61
Delaware,2020-04-17,2323,61,248
Delaware,2020-04-18,2538,67,215
Delaware,2020-04-19,2538,67,0
Delaware,2020-04-20,2745,72,207
Delaware,2020-04-21,2931,82,186
Delaware,2020-04-22,3200,89,269
Delaware,2020-04-23,3308,92,108
Delaware,2020-04-24,3442,100,134
Delaware,2020-04-25,3576,112,134
Delaware,2020-04-26,4034,120,458
Delaware,2020-04-27,4162,125,128
Delaware,2020-04-28,4575,137,413
Delaware,2020-04-29,4655,144,80
Delaware,2020-04-30,4734,152,79
Delaware,2020-05-01,4918,159,184
Delaware,2020-05-02,5038,168,120
Delaware,2020-05-03,5208,177,170
Delaware,2020-05-04,5288,182,80
Delaware,2020-05-05,5371,187,83
Delaware,2020-05-06,5778,193,407
Delaware,2020-05-07,5939,202,161
Delaware,2020-05-08,6111,213,172
Delaware,2020-05-09,6277,221,166
Delaware,2020-05-10,6447,224,170
Delaware,2020-05-11,6565,225,118
Delaware,2020-05-12,6741,237,176
Delaware,2020-05-13,6952,247,211
Delaware,2020-05-14,7223,260,271
Delaware,2020-05-15,7373,271,150
District of Columbia,2020-03-07,1,0,1
District of Columbia,2020-03-08,1,0,0
District of Columbia,2020-03-09,4,0,3
District of Columbia,2020-03-10,4,0,0
District of Columbia,2020-03-11,10,0,6
District of Columbia,2020-03-12,10,0,0
District of Columbia,2020-03-13,10,0,0
District of Columbia,2020-03-14,16,0,6
District of Columbia,2020-03-15,17,0,1
District of Columbia,2020-03-16,22,0,5
District of Columbia,2020-03-17,31,0,9
District of Columbia,2020-03-18,36,0,5
District of Columbia,2020-03-19,39,0,3
District of Columbia,2020-03-20,71,0,32
District of Columbia,2020-03-21,77,1,6
District of Columbia,2020-03-22,98,1,21
District of Columbia,2020-03-23,116,2,18
District of Columbia,2020-03-24,137,2,21
District of Columbia,2020-03-25,183,2,46
District of Columbia,2020-03-26,231,3,48
District of Columbia,2020-03-27,267,3,36
District of Columbia,2020-03-28,304,4,37
District of Columbia,2020-03-29,342,5,38
District of Columbia,2020-03-30,401,9,59
District of Columbia,2020-03-31,495,9,94
District of Columbia,2020-04-01,586,11,91
District of Columbia,2020-04-02,653,12,67
District of Columbia,2020-04-03,757,15,104
District of Columbia,2020-04-04,902,21,145
District of Columbia,2020-04-05,998,22,96
District of Columbia,2020-04-06,1097,24,99
District of Columbia,2020-04-07,1211,24,114
District of Columbia,2020-04-08,1440,27,229
District of Columbia,2020-04-09,1523,32,83
District of Columbia,2020-04-10,1660,38,137
District of Columbia,2020-04-11,1778,47,118
District of Columbia,2020-04-12,1875,50,97
District of Columbia,2020-04-13,1955,52,80
District of Columbia,2020-04-14,2058,67,103
District of Columbia,2020-04-15,2197,72,139
District of Columbia,2020-04-16,2350,81,153
District of Columbia,2020-04-17,2476,86,126
District of Columbia,2020-04-18,2666,91,190
District of Columbia,2020-04-19,2793,96,127
District of Columbia,2020-04-20,2927,105,134
District of Columbia,2020-04-21,3098,112,171
District of Columbia,2020-04-22,3206,127,108
District of Columbia,2020-04-23,3361,139,155
District of Columbia,2020-04-24,3528,153,167
District of Columbia,2020-04-25,3699,165,171
District of Columbia,2020-04-26,3841,178,142
District of Columbia,2020-04-27,3892,185,51
District of Columbia,2020-04-28,3994,190,102
District of Columbia,2020-04-29,4106,205,112
District of Columbia,2020-04-30,4323,224,217
District of Columbia,2020-05-01,4658,231,335
District of Columbia,2020-05-02,4797,240,139
District of Columbia,2020-05-03,5016,251,219
District of Columbia,2020-05-04,5170,258,154
District of Columbia,2020-05-05,5322,264,152
District of Columbia,2020-05-06,5461,277,139
District of Columbia,2020-05-07,5654,285,193
District of Columbia,2020-05-08,5899,304,245
District of Columbia,2020-05-09,6102,311,203
District of Columbia,2020-05-10,6272,323,170
District of Columbia,2020-05-11,6389,328,117
District of Columbia,2020-05-12,6485,336,96
District of Columbia,2020-05-13,6584,350,99
District of Columbia,2020-05-14,6736,358,152
District of Columbia,2020-05-15,6871,368,135
Florida,2020-03-01,2,0,2
Florida,2020-03-02,2,0,0
Florida,2020-03-03,3,0,1
Florida,2020-03-04,3,0,0
Florida,2020-03-05,4,0,1
Florida,2020-03-06,7,2,3
Florida,2020-03-07,12,2,5
Florida,2020-03-08,13,2,1
Florida,2020-03-09,14,2,1
Florida,2020-03-10,23,2,9
Florida,2020-03-11,26,2,3
Florida,2020-03-12,46,2,20
Florida,2020-03-13,70,2,24
Florida,2020-03-14,70,3,0
Florida,2020-03-15,109,3,39
Florida,2020-03-16,141,4,32
Florida,2020-03-17,210,6,69
Florida,2020-03-18,326,7,116
Florida,2020-03-19,434,8,108
Florida,2020-03-20,564,9,130
Florida,2020-03-21,764,11,200
Florida,2020-03-22,1000,13,236
Florida,2020-03-23,1222,18,222
Florida,2020-03-24,1467,19,245
Florida,2020-03-25,1965,23,498
Florida,2020-03-26,2477,29,512
Florida,2020-03-27,3198,46,721
Florida,2020-03-28,4038,56,840
Florida,2020-03-29,4942,59,904
Florida,2020-03-30,5694,71,752
Florida,2020-03-31,6741,85,1047
Florida,2020-04-01,7765,100,1024
Florida,2020-04-02,9000,144,1235
Florida,2020-04-03,10260,169,1260
Florida,2020-04-04,11537,194,1277
Florida,2020-04-05,12342,220,805
Florida,2020-04-06,13621,253,1279
Florida,2020-04-07,14739,295,1118
Florida,2020-04-08,15690,322,951
Florida,2020-04-09,16819,370,1129
Florida,2020-04-10,17960,418,1141
Florida,2020-04-11,18978,445,1018
Florida,2020-04-12,19855,460,877
Florida,2020-04-13,21011,498,1156
Florida,2020-04-14,21620,570,609
Florida,2020-04-15,22526,613,906
Florida,2020-04-16,23332,667,806
Florida,2020-04-17,24745,725,1413
Florida,2020-04-18,25484,747,739
Florida,2020-04-19,26306,773,822
Florida,2020-04-20,27050,822,744
Florida,2020-04-21,27861,866,811
Florida,2020-04-22,28301,926,440
Florida,2020-04-23,29640,986,1339
Florida,2020-04-24,30525,1045,885
Florida,2020-04-25,30831,1054,306
Florida,2020-04-26,31520,1073,689
